"","season","stage","date","home_team_goal","away_team_goal","country","league","home_team","away_team","B365H","B365D","B365A","home_shoton","away_shoton","home_shotoff","away_shotoff","home_foulcommit","away_foulcommit","home_card","away_card","home_cross","away_cross","home_corner","away_corner"
"24564","2012/2013",34,"2013-04-27 00:00:00",2,1,"France","France Ligue 1","AC Ajaccio","Montpellier Hérault SC",3.1,3.1,2.4,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
"24565","2009/2010",2,"2009-08-15 00:00:00",2,2,"France","France Ligue 1","FC Lorient","Montpellier Hérault SC",1.91,3.25,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24566","2011/2012",9,"2011-10-01 00:00:00",2,2,"France","France Ligue 1","Girondins de Bordeaux","Montpellier Hérault SC",2.1,3.25,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24567","2012/2013",19,"2012-12-22 00:00:00",4,1,"France","France Ligue 1","LOSC Lille","Montpellier Hérault SC",2,3.2,4,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"24568","2015/2016",27,"2016-02-20 00:00:00",2,3,"France","France Ligue 1","Angers SCO","Montpellier Hérault SC",2.9,3,2.65,2,4,9,5,14,17,0,1,21,12,1,6
"24569","2009/2010",23,"2010-02-06 00:00:00",0,2,"France","France Ligue 1","US Boulogne Cote D'Opale","Montpellier Hérault SC",3.75,3,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24570","2014/2015",10,"2014-10-19 00:00:00",5,1,"France","France Ligue 1","Olympique Lyonnais","Montpellier Hérault SC",1.73,3.5,5,11,2,7,6,16,10,6,3,11,18,7,6
"24571","2015/2016",36,"2016-04-30 00:00:00",2,3,"France","France Ligue 1","Stade de Reims","Montpellier Hérault SC",2,3.3,4,5,4,6,5,12,12,2,1,15,20,9,9
"24572","2012/2013",28,"2013-03-10 00:00:00",2,0,"France","France Ligue 1","OGC Nice","Montpellier Hérault SC",2.5,3.1,2.9,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"24573","2010/2011",10,"2010-10-23 00:00:00",0,1,"France","France Ligue 1","Stade Rennais FC","Montpellier Hérault SC",1.83,3.3,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24574","2015/2016",29,"2016-03-05 00:00:00",0,0,"France","France Ligue 1","Paris Saint-Germain","Montpellier Hérault SC",1.44,4,9,5,2,2,3,11,8,0,1,11,16,5,4
"24575","2015/2016",15,"2015-11-27 00:00:00",2,4,"France","France Ligue 1","Olympique Lyonnais","Montpellier Hérault SC",1.57,3.8,6.5,4,7,6,5,13,17,3,4,16,11,5,2
"24576","2012/2013",24,"2013-02-09 00:00:00",4,1,"France","France Ligue 1","AS Saint-Étienne","Montpellier Hérault SC",2,3.2,4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"24577","2011/2012",21,"2012-01-28 00:00:00",0,1,"France","France Ligue 1","OGC Nice","Montpellier Hérault SC",3,3,2.5,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA
"24578","2013/2014",17,"2013-12-08 00:00:00",1,1,"France","France Ligue 1","Toulouse FC","Montpellier Hérault SC",2,3.3,3.8,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA
"24579","2013/2014",19,"2013-12-21 00:00:00",0,0,"France","France Ligue 1","SC Bastia","Montpellier Hérault SC",2.5,3.1,2.9,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"24580","2014/2015",6,"2014-09-21 00:00:00",0,0,"France","France Ligue 1","LOSC Lille","Montpellier Hérault SC",1.8,3.4,4.75,6,2,6,6,15,10,NA,NA,17,14,7,4
"24581","2009/2010",6,"2009-09-19 00:00:00",4,2,"France","France Ligue 1","Olympique de Marseille","Montpellier Hérault SC",1.4,4.2,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24582","2009/2010",30,"2010-03-28 00:00:00",4,1,"France","France Ligue 1","LOSC Lille","Montpellier Hérault SC",1.8,3.4,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24583","2014/2015",17,"2014-12-06 00:00:00",0,4,"France","France Ligue 1","Stade Rennais FC","Montpellier Hérault SC",2.05,3.2,4,6,7,9,1,9,14,2,1,22,7,7,2
"24584","2009/2010",8,"2009-10-03 00:00:00",2,3,"France","France Ligue 1","Grenoble Foot 38","Montpellier Hérault SC",2.9,3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24585","2011/2012",34,"2012-04-27 00:00:00",0,1,"France","France Ligue 1","Toulouse FC","Montpellier Hérault SC",2.7,3.1,2.7,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"24586","2010/2011",21,"2011-01-30 00:00:00",1,2,"France","France Ligue 1","AS Nancy-Lorraine","Montpellier Hérault SC",2.25,3.1,3.4,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA
"24587","2009/2010",10,"2009-10-24 00:00:00",3,0,"France","France Ligue 1","Stade Rennais FC","Montpellier Hérault SC",1.8,3.4,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24588","2013/2014",28,"2014-03-09 00:00:00",2,0,"France","France Ligue 1","LOSC Lille","Montpellier Hérault SC",2,3.2,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"24589","2015/2016",4,"2015-08-29 00:00:00",0,0,"France","France Ligue 1","ES Troyes AC","Montpellier Hérault SC",2.5,3.1,3,6,6,3,4,16,10,2,1,9,14,4,5
"24590","2012/2013",9,"2012-10-20 00:00:00",2,1,"France","France Ligue 1","Stade Rennais FC","Montpellier Hérault SC",2.2,3.25,3.3,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA
"24591","2012/2013",13,"2012-11-17 00:00:00",1,1,"France","France Ligue 1","Valenciennes FC","Montpellier Hérault SC",2.1,3.25,3.6,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA
"24592","2011/2012",36,"2012-05-07 00:00:00",0,2,"France","France Ligue 1","Stade Rennais FC","Montpellier Hérault SC",2.5,3,3,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"24593","2014/2015",15,"2014-11-29 00:00:00",1,1,"France","France Ligue 1","SM Caen","Montpellier Hérault SC",2.3,3.1,3.4,7,4,10,2,12,10,2,0,22,8,7,6
"24594","2011/2012",15,"2011-11-26 00:00:00",1,3,"France","France Ligue 1","FC Sochaux-Montbéliard","Montpellier Hérault SC",2.7,3.1,2.7,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA
"24595","2013/2014",13,"2013-11-09 00:00:00",1,1,"France","France Ligue 1","Valenciennes FC","Montpellier Hérault SC",2.6,3.1,2.8,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA
"24596","2015/2016",34,"2016-04-17 00:00:00",0,2,"France","France Ligue 1","FC Nantes","Montpellier Hérault SC",2.4,3.1,3.2,3,5,6,3,15,13,1,2,22,18,6,6
"24597","2013/2014",2,"2013-08-18 00:00:00",4,1,"France","France Ligue 1","AS Monaco","Montpellier Hérault SC",1.53,3.8,6.5,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA
"24598","2015/2016",6,"2015-09-19 00:00:00",2,1,"France","France Ligue 1","SM Caen","Montpellier Hérault SC",2.15,3.1,3.75,6,1,7,1,11,20,2,4,12,6,3,5
"24599","2010/2011",36,"2011-05-15 00:00:00",2,0,"France","France Ligue 1","SM Caen","Montpellier Hérault SC",2,3.3,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24600","2012/2013",4,"2012-09-01 00:00:00",1,3,"France","France Ligue 1","FC Sochaux-Montbéliard","Montpellier Hérault SC",3.6,3.1,2.15,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA
"24601","2014/2015",9,"2014-10-04 00:00:00",1,1,"France","France Ligue 1","OGC Nice","Montpellier Hérault SC",2.3,3.1,3.2,3,1,7,6,13,16,1,3,15,14,4,3
"24602","2009/2010",21,"2010-01-20 00:00:00",0,1,"France","France Ligue 1","RC Lens","Montpellier Hérault SC",2.3,3.1,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24603","2014/2015",34,"2015-04-26 00:00:00",1,0,"France","France Ligue 1","AS Saint-Étienne","Montpellier Hérault SC",1.75,3.4,5.5,3,6,4,5,12,10,1,2,11,15,3,8
"24604","2014/2015",2,"2014-08-17 00:00:00",0,2,"France","France Ligue 1","Olympique de Marseille","Montpellier Hérault SC",1.55,3.75,6.5,10,3,10,5,16,15,1,0,21,10,6,1
"24605","2010/2011",23,"2011-02-12 00:00:00",0,0,"France","France Ligue 1","AC Arles-Avignon","Montpellier Hérault SC",4.75,3.3,1.8,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"24606","2012/2013",5,"2012-09-14 00:00:00",3,1,"France","France Ligue 1","Stade de Reims","Montpellier Hérault SC",3.4,3,2.3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"24607","2011/2012",2,"2011-08-14 00:00:00",0,1,"France","France Ligue 1","LOSC Lille","Montpellier Hérault SC",1.62,3.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24608","2013/2014",27,"2014-03-02 00:00:00",0,0,"France","France Ligue 1","Olympique Lyonnais","Montpellier Hérault SC",1.91,3.3,4.2,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"24609","2010/2011",29,"2011-04-02 00:00:00",0,1,"France","France Ligue 1","Toulouse FC","Montpellier Hérault SC",2.2,3,3.6,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"24610","2012/2013",30,"2013-03-29 00:00:00",1,0,"France","France Ligue 1","Paris Saint-Germain","Montpellier Hérault SC",1.57,3.8,6,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"24611","2014/2015",36,"2015-05-10 00:00:00",0,1,"France","France Ligue 1","RC Lens","Montpellier Hérault SC",4.33,3.4,1.91,2,5,1,12,10,11,2,2,13,17,2,8
"24612","2012/2013",26,"2013-02-23 00:00:00",0,1,"France","France Ligue 1","Évian Thonon Gaillard FC","Montpellier Hérault SC",2.9,3.1,2.5,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA
"24613","2015/2016",32,"2016-04-02 00:00:00",2,2,"France","France Ligue 1","En Avant de Guingamp","Montpellier Hérault SC",2.3,3,3.5,3,4,6,6,15,16,2,2,20,15,6,5
"24614","2011/2012",32,"2012-04-15 00:00:00",2,1,"France","France Ligue 1","FC Lorient","Montpellier Hérault SC",3.75,3.1,2.1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"24615","2012/2013",15,"2012-12-01 00:00:00",1,0,"France","France Ligue 1","Olympique Lyonnais","Montpellier Hérault SC",1.83,3.4,4.5,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"24616","2012/2013",11,"2012-10-26 00:00:00",0,4,"Scotland","Scotland Premier League","Motherwell","Hibernian",2.1,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24617","2008/2009",31,"2009-04-04 00:00:00",2,2,"Scotland","Scotland Premier League","Dundee United","Hibernian",2,3.3,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24618","2011/2012",2,"2011-07-30 00:00:00",0,1,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Hibernian",2.3,3.25,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24619","2008/2009",1,"2008-08-09 00:00:00",1,0,"Scotland","Scotland Premier League","Kilmarnock","Hibernian",2.4,3.2,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24620","2010/2011",1,"2010-08-15 00:00:00",2,3,"Scotland","Scotland Premier League","Motherwell","Hibernian",2.38,3.25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24621","2011/2012",28,"2012-02-25 00:00:00",1,3,"Scotland","Scotland Premier League","Kilmarnock","Hibernian",1.91,3.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24622","2011/2012",36,"2012-05-02 00:00:00",1,2,"Scotland","Scotland Premier League","Aberdeen","Hibernian",2.25,3.4,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24623","2012/2013",19,"2012-12-23 00:00:00",1,1,"Scotland","Scotland Premier League","Kilmarnock","Hibernian",2.3,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24624","2009/2010",25,"2010-02-14 00:00:00",3,0,"Scotland","Scotland Premier League","Rangers","Hibernian",1.4,4.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24625","2009/2010",34,"2010-04-17 00:00:00",3,2,"Scotland","Scotland Premier League","Celtic","Hibernian",1.4,4.33,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24626","2011/2012",17,"2012-02-22 00:00:00",4,3,"Scotland","Scotland Premier League","Motherwell","Hibernian",1.73,3.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24627","2011/2012",8,"2011-09-17 00:00:00",2,2,"Scotland","Scotland Premier League","Dunfermline Athletic","Hibernian",2.4,3.3,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24628","2009/2010",11,"2009-11-07 00:00:00",0,0,"Scotland","Scotland Premier League","Heart of Midlothian","Hibernian",2.5,3.25,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24629","2011/2012",12,"2011-10-22 00:00:00",2,3,"Scotland","Scotland Premier League","St. Mirren","Hibernian",2.1,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24630","2011/2012",20,"2011-12-24 00:00:00",3,1,"Scotland","Scotland Premier League","Dundee United","Hibernian",1.83,3.4,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24631","2011/2012",25,"2012-01-28 00:00:00",4,0,"Scotland","Scotland Premier League","Rangers","Hibernian",1.25,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24632","2010/2011",14,"2010-11-20 00:00:00",4,2,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Hibernian",2.2,3.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24633","2008/2009",32,"2009-04-13 00:00:00",1,1,"Scotland","Scotland Premier League","St. Mirren","Hibernian",2.62,3.25,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24634","2012/2013",8,"2012-09-29 00:00:00",2,1,"Scotland","Scotland Premier League","Aberdeen","Hibernian",2,3.3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24635","2011/2012",6,"2011-08-28 00:00:00",2,0,"Scotland","Scotland Premier League","Heart of Midlothian","Hibernian",1.8,3.4,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24636","2011/2012",16,"2011-11-26 00:00:00",3,1,"Scotland","Scotland Premier League","St. Johnstone FC","Hibernian",2.1,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24637","2008/2009",23,"2009-01-24 00:00:00",3,1,"Scotland","Scotland Premier League","Celtic","Hibernian",1.33,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24638","2012/2013",33,"2013-04-06 00:00:00",3,0,"Scotland","Scotland Premier League","Celtic","Hibernian",1.25,5.75,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24639","2008/2009",3,"2008-08-23 00:00:00",1,1,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Hibernian",2.4,3.3,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24640","2012/2013",25,"2013-01-30 00:00:00",1,0,"Scotland","Scotland Premier League","Ross County FC","Hibernian",2.4,3.4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24641","2013/2014",25,"2014-03-12 00:00:00",0,0,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Hibernian",2.2,3.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24642","2010/2011",9,"2010-10-23 00:00:00",4,2,"Scotland","Scotland Premier League","Aberdeen","Hibernian",2.38,3.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24643","2009/2010",20,"2010-01-16 00:00:00",1,0,"Scotland","Scotland Premier League","Dundee United","Hibernian",2.4,3.3,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24644","2008/2009",10,"2008-10-25 00:00:00",4,2,"Scotland","Scotland Premier League","Celtic","Hibernian",1.33,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24645","2012/2013",28,"2013-02-24 00:00:00",2,2,"Scotland","Scotland Premier League","Dundee United","Hibernian",1.95,3.5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24646","2010/2011",10,"2010-10-30 00:00:00",1,0,"Scotland","Scotland Premier League","Dundee United","Hibernian",2.05,3.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24647","2013/2014",34,"2014-04-19 00:00:00",2,0,"Scotland","Scotland Premier League","St. Mirren","Hibernian",2.25,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24648","2008/2009",26,"2009-02-21 00:00:00",2,0,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Hibernian",2.5,3.25,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24649","2008/2009",16,"2008-11-29 00:00:00",1,1,"Scotland","Scotland Premier League","Falkirk","Hibernian",2.38,3.4,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24650","2008/2009",35,"2009-05-07 00:00:00",0,1,"Scotland","Scotland Premier League","Heart of Midlothian","Hibernian",1.67,3.75,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24651","2009/2010",37,"2010-05-05 00:00:00",6,6,"Scotland","Scotland Premier League","Motherwell","Hibernian",2.1,3.3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24652","2010/2011",37,"2011-05-11 00:00:00",2,0,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Hibernian",2.1,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24653","2009/2010",29,"2010-03-20 00:00:00",2,1,"Scotland","Scotland Premier League","Heart of Midlothian","Hibernian",2.5,3.25,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24654","2012/2013",17,"2012-12-08 00:00:00",3,0,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Hibernian",2.15,3.4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24655","2012/2013",24,"2013-01-27 00:00:00",0,0,"Scotland","Scotland Premier League","Aberdeen","Hibernian",2.05,3.4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24656","2011/2012",23,"2012-01-14 00:00:00",2,3,"Scotland","Scotland Premier League","Dunfermline Athletic","Hibernian",2.75,3.3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24657","2013/2014",6,"2013-09-14 00:00:00",1,2,"Scotland","Scotland Premier League","St. Johnstone FC","Hibernian",1.83,3.5,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24658","2011/2012",35,"2012-04-29 00:00:00",1,0,"Scotland","Scotland Premier League","St. Mirren","Hibernian",2.4,3.3,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24659","2012/2013",31,"2013-03-15 00:00:00",4,1,"Scotland","Scotland Premier League","Motherwell","Hibernian",2.05,3.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24660","2013/2014",14,"2013-11-23 00:00:00",0,0,"Scotland","Scotland Premier League","St. Mirren","Hibernian",2.38,3.3,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24661","2008/2009",6,"2008-09-20 00:00:00",0,1,"Scotland","Scotland Premier League","Hamilton Academical FC","Hibernian",2.5,3.4,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24662","2010/2011",3,"2010-08-29 00:00:00",1,0,"Scotland","Scotland Premier League","St. Mirren","Hibernian",3.1,3.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24663","2009/2010",31,"2010-03-27 00:00:00",1,3,"Scotland","Scotland Premier League","Falkirk","Hibernian",3,3.25,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24664","2010/2011",29,"2011-03-05 00:00:00",1,1,"Scotland","Scotland Premier League","St. Johnstone FC","Hibernian",2.38,3.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24665","2009/2010",38,"2010-05-09 00:00:00",0,2,"Scotland","Scotland Premier League","Dundee United","Hibernian",2.1,3.4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24666","2008/2009",21,"2009-01-03 00:00:00",0,0,"Scotland","Scotland Premier League","Heart of Midlothian","Hibernian",2,3.4,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24667","2013/2014",18,"2013-12-26 00:00:00",0,2,"Scotland","Scotland Premier League","Ross County FC","Hibernian",2.63,3.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24668","2012/2013",3,"2012-08-18 00:00:00",1,2,"Scotland","Scotland Premier League","St. Mirren","Hibernian",2.2,3.2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24669","2012/2013",14,"2012-11-17 00:00:00",3,1,"Scotland","Scotland Premier League","Dundee FC","Hibernian",3.75,3.5,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24670","2008/2009",25,"2009-02-14 00:00:00",1,1,"Scotland","Scotland Premier League","Kilmarnock","Hibernian",2.5,3.3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24671","2009/2010",4,"2009-09-13 00:00:00",2,0,"Scotland","Scotland Premier League","Hamilton Academical FC","Hibernian",3.75,3.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24672","2013/2014",27,"2014-02-22 00:00:00",1,1,"Scotland","Scotland Premier League","Kilmarnock","Hibernian",2.88,3.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24673","2011/2012",13,"2011-10-29 00:00:00",0,0,"Scotland","Scotland Premier League","Celtic","Hibernian",1.22,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24674","2012/2013",37,"2013-05-12 00:00:00",1,2,"Scotland","Scotland Premier League","Heart of Midlothian","Hibernian",2.05,3.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24675","2013/2014",32,"2014-03-30 00:00:00",2,0,"Scotland","Scotland Premier League","Heart of Midlothian","Hibernian",3.3,3.6,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24676","2012/2013",22,"2013-01-03 00:00:00",0,0,"Scotland","Scotland Premier League","Heart of Midlothian","Hibernian",2.1,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24677","2013/2014",22,"2014-01-10 00:00:00",1,0,"Scotland","Scotland Premier League","Aberdeen","Hibernian",1.73,3.6,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24678","2013/2014",16,"2013-12-14 00:00:00",1,0,"Scotland","Scotland Premier League","Celtic","Hibernian",1.2,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24679","2008/2009",15,"2008-11-22 00:00:00",1,4,"Scotland","Scotland Premier League","Motherwell","Hibernian",2.1,3.3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24680","2011/2012",38,"2012-05-12 00:00:00",2,0,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Hibernian",2.1,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24681","2011/2012",19,"2011-12-17 00:00:00",1,0,"Scotland","Scotland Premier League","Aberdeen","Hibernian",2.1,3.25,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24682","2012/2013",16,"2012-11-28 00:00:00",0,1,"Scotland","Scotland Premier League","St. Johnstone FC","Hibernian",2.1,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24683","2009/2010",6,"2009-09-26 00:00:00",1,3,"Scotland","Scotland Premier League","Motherwell","Hibernian",2.2,3.25,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24684","2009/2010",16,"2009-12-19 00:00:00",0,2,"Scotland","Scotland Premier League","Aberdeen","Hibernian",2.6,3.25,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24685","2011/2012",30,"2012-03-18 00:00:00",2,0,"Scotland","Scotland Premier League","Heart of Midlothian","Hibernian",1.83,3.4,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24686","2008/2009",28,"2009-03-04 00:00:00",0,1,"Scotland","Scotland Premier League","Hamilton Academical FC","Hibernian",2.4,3.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24687","2013/2014",9,"2013-10-07 00:00:00",0,1,"Scotland","Scotland Premier League","Partick Thistle F.C.","Hibernian",2.3,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24688","2009/2010",26,"2010-02-20 00:00:00",1,0,"Scotland","Scotland Premier League","Motherwell","Hibernian",2.5,3.25,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24689","2013/2014",37,"2014-05-06 00:00:00",1,0,"Scotland","Scotland Premier League","Ross County FC","Hibernian",2.63,3.4,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24690","2009/2010",2,"2009-08-22 00:00:00",1,3,"Scotland","Scotland Premier League","Falkirk","Hibernian",2.6,3.3,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24691","2009/2010",33,"2010-04-10 00:00:00",4,1,"Scotland","Scotland Premier League","Hamilton Academical FC","Hibernian",2.8,3.25,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24692","2011/2012",32,"2012-04-01 00:00:00",2,3,"Scotland","Scotland Premier League","Inverness Caledonian Thistle","Hibernian",2.1,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24693","2009/2010",18,"2010-02-17 00:00:00",5,1,"Scotland","Scotland Premier League","St. Johnstone FC","Hibernian",3.1,3.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24694","2013/2014",12,"2013-11-03 00:00:00",1,0,"Scotland","Scotland Premier League","Motherwell","Hibernian",1.8,3.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
